symbol,shortName,description,exchange,market,type,lotSize,faceValue,cfiCode,cancellation,minStep,roundTo,rating,marginBuy,marginSell,marginRate,priceStep,priceMax,priceMin,theorPrice,theorPriceLimit,volatility,currency,nominalCurrency,settlementCurrency,underlyingCurrency,ISIN,yield,board,primaryBoard,tradingStatus,tradingStatusInfo,complexProductCategory,priceMultiplier,priceShownUnits
RU000A101QJ9,СберИОС257,СберИОС 001Р-257R 5Г CDX 105%,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-06-04T00:00:00.0000000,0.01,2,1,112.5,112.7,0.0,0,159.45,68.34,0,0,0,RUB,RUB,RUB,RUB,RU000A101QJ9,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A0P1YA9,ВЭБ2P-К494,ВЭБ.РФ ПБО-002Р-К494,MOEX,FOND,CORP,1,1000.0,DBXXXX,2024-06-05T00:00:00.0000000,0.01,2,1,100.0,100.0,1.0,0,140.0,60.01,0,0,0,RUB,RUB,RUB,RUB,RU000A0P1YA9,16.9,TQCB,TQCB,17,нормальный период торгов,,10.0,1
RU000A0JVXS5,РЕСОЛизБ04,РЕСО-Лизинг ООО БО-4,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-10-30T00:00:00.0000000,0.01,2,1,100.01,134.99,0.0,0,167.83,71.93,0,0,0,RUB,RUB,RUB,RUB,RU000A0JVXS5,,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A0JWUB5,РосбнБО12,РОСБАНК ПАО обл. БО12,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-09-29T00:00:00.0000000,0.01,2,1,74.79,85.01,0.0,0,91.34,78.5,0,0,0,RUB,RUB,RUB,RUB,RU000A0JWUB5,8.35,TQCB,TQCB,17,нормальный период торгов,,10.0,1
RU000A101MG4,РоссетБ1Р2,Российские сети ПАО БО-001Р-02,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-04-24T00:00:00.0000000,0.01,2,1,93.51,96.28,0.0,0,96.26,90.55,0,0,0,RUB,RUB,RUB,RUB,RU000A101MG4,11.34,TQCB,TQCB,17,нормальный период торгов,,10.0,1
RU000A105NN9,ИАДОМ 1P29,ДОМ.РФ Ипотечный агент БО 1P29,MOEX,FOND,CORP,1,782.24,DBXXXX,2032-11-28T00:00:00.0000000,0.01,2,1,101.21,105.5,0.0,0,141.71,60.74,0,0,0,RUB,RUB,RUB,RUB,RU000A105NN9,,TQCB,TQCB,17,нормальный период торгов,8,7.8224,1
RU000A101JW7,СберИОС229,СберИОС 001Р-229R 5Г CDX 100%,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-04-01T00:00:00.0000000,0.01,2,1,119.0,120.4,0.0,0,168.56,72.25,0,0,0,RUB,RUB,RUB,RUB,RU000A101JW7,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A101EB2,СберИОС214,СберИОС 001Р-214R 5Г CDX 105%,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-02-17T00:00:00.0000000,0.01,2,1,109.5,113.46,0.0,0,154.97,66.42,0,0,0,RUB,RUB,RUB,RUB,RU000A101EB2,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
TZEP,ЭлПрибор,Электроприбор ао,MOEX,FOND,CS,1,1.0,ESXXXX,9999-12-31T23:59:59.9999999,10.0,0,1,37030.0,39980.0,0.0,0,55870.0,23950.0,0,0,0,RUB,RUB,RUB,RUB,RU000A0JQBF8,,MTQR,MTQR,17,нормальный период торгов,0,1.0,1
AGRT,Агрегат ао,Агрегат ао,MOEX,FOND,CS,1,0.6,ESXXXX,9999-12-31T23:59:59.9999999,2.0,0,1,7118.0,9544.0,0.0,0,13338.0,5718.0,0,0,0,RUB,RUB,RUB,RUB,RU000A0JQPP7,,MTQR,MTQR,17,нормальный период торгов,0,1.0,1
RU000A0ZZVL1,ГПБУАМОбИП,ПИФ ГПБ Международные обл,MOEX,FOND,MF,1,0.0,EUXXXX,9999-12-31T23:59:59.9999999,5.0,0,1,1060.0,1745.0,0.0,0,2345.0,1010.0,0,0,0,RUB,RUB,RUB,RUB,RU000A0ZZVL1,,TQIF,TQIF,17,нормальный период торгов,0,1.0,1
RU000A0ZZVH9,ГПБУАЕОбИП,ПИФ Газпромбанк-Еврооблигации,MOEX,FOND,MF,1,0.0,EUXXXX,9999-12-31T23:59:59.9999999,5.0,0,1,1160.0,1890.0,0.0,0,2540.0,1095.0,0,0,0,RUB,RUB,RUB,RUB,RU000A0ZZVH9,,TQIF,TQIF,17,нормальный период торгов,0,1.0,1
RU000A0ZYPM4,ИПГПБУАЕО+,ПИФ ГПБ Еврооблигации плюс,MOEX,FOND,MF,1,0.0,EUXXXX,9999-12-31T23:59:59.9999999,10.0,0,1,2070.0,3450.0,0.0,0,4590.0,1980.0,0,0,0,RUB,RUB,RUB,RUB,RU000A0ZYPM4,,TQIF,TQIF,17,нормальный период торгов,0,1.0,1
ENRU,ЭЛ5Энер ао,"""ЭЛ5-Энерго"" ПАО",MOEX,FOND,CS,1000,1.0,ESXXXX,9999-12-31T23:59:59.9999999,0.0002,4,0,0.584,0.585,0.0,0,0.0,0.0,0,0,0,RUB,RUB,RUB,RUB,RU000A0F5UN3,,TQBR,TQBR,18,нет торгов или торги закрыты,,1.0,1
MGNZ,СМЗ-ао,Соликамский магн.завод(ОАО)ао,MOEX,FOND,CS,1,0.25,ESXXXX,9999-12-31T23:59:59.9999999,10.0,0,0,7440.0,7440.0,1.0,0,9070.0,4470.0,0,0,0,RUB,RUB,RUB,RUB,RU0009100911,,TQBR,TQBR,17,нормальный период торгов,9,1.0,1
GAZS,ГАЗ-сервис,ГАЗ-сервис (ПАО) ао,MOEX,FOND,CS,10,10.0,ESXXXX,9999-12-31T23:59:59.9999999,1.0,0,0,857.0,0.0,0.0,0,1097.0,540.0,0,0,0,RUB,RUB,RUB,RUB,RU000A0JQG78,,TQBR,TQBR,18,нет торгов или торги закрыты,9,1.0,1
GAZT,ГАЗ-Тек ао,ГАЗ-Тек ПАО ао,MOEX,FOND,CS,10,100.0,ESXXXX,9999-12-31T23:59:59.9999999,0.5,1,0,1739.5,0.0,0.0,0,2118.0,1042.0,0,0,0,RUB,RUB,RUB,RUB,RU000A0JS199,,TQBR,TQBR,18,нет торгов или торги закрыты,9,1.0,1
MDMG,MDMG-ао,МКПАО «МД Медикал Груп»,MOEX,FOND,CS,1,7.16872,ESXXXX,9999-12-31T23:59:59.9999999,0.1,1,0,1072.0,1072.0,1.0,0,1495.1,640.8,0,0,0,RUB,RUB,RUB,RUB,RU000A108KL3,,TQBR,TQBR,17,нормальный период торгов,,1.0,1
FIVE,FIVE-гдр,ГДР X5 RetailGroup N.V.ORD SHS,MOEX,FOND,RDR,1,0.0,ESXXXX,9999-12-31T23:59:59.9999999,0.5,1,0,2791.0,2798.0,0.0,0,3923.5,1682.0,0,0,0,RUB,RUB,RUB,USD,US98387E2054,,TQBR,TQBR,17,нормальный период торгов,,1.0,1
ISKJ,iАРТГЕН ао,"ПАО ""Артген""",MOEX,FOND,CS,10,0.1,ESXXXX,9999-12-31T23:59:59.9999999,0.02,2,0,110.5,110.5,1.0,0,0.0,0.0,0,0,0,RUB,RUB,RUB,RUB,RU000A0JNAB6,,TQBR,TQBR,18,нет торгов или торги закрыты,,1.0,1
ACKO,АСКО ао,АСКО ПАО ао,MOEX,FOND,CS,100,1.0,ESXXXX,9999-12-31T23:59:59.9999999,0.02,2,0,0.0,0.0,0.0,0,4.36,2.16,0,0,0,RUB,RUB,RUB,RUB,RU000A0JXS91,,TQBR,TQBR,18,нет торгов или торги закрыты,9,1.0,1
KTSBP,КСБ ап,"""Костромск.сбыт.комп"" ПАО",MOEX,FOND,PS,10000,0.04,EPXXXX,9999-12-31T23:59:59.9999999,0.005,3,0,0.92,0.92,1.0,0,1.12,0.555,0,0,0,RUB,RUB,RUB,RUB,RU000A0D8PA6,,TQBR,TQBR,18,нет торгов или торги закрыты,9,1.0,1
KMTZ,КосогМЗ ао,Косогорский метал. завод ПАО,MOEX,FOND,CS,10,1.0,ESXXXX,9999-12-31T23:59:59.9999999,0.5,1,0,278.5,278.5,1.0,0,382.5,188.5,0,0,0,RUB,RUB,RUB,RUB,RU000A0HF1L0,,TQBR,TQBR,18,нет торгов или торги закрыты,9,1.0,1
KTSB,КСБ ао,"""Костромск.сбыт.комп"" ПАО",MOEX,FOND,CS,1000,0.04,ESXXXX,9999-12-31T23:59:59.9999999,0.005,3,0,2.84,2.84,1.0,0,3.47,1.71,0,0,0,RUB,RUB,RUB,RUB,RU000A0D8LW9,,TQBR,TQBR,18,нет торгов или торги закрыты,9,1.0,1
IMOEX2,IMOEX2,"Индекс МосБиржи, вечер. сессия",MOEX,FOND,,0,0.0,MRIXXX,9999-12-31T23:59:59.9999999,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,,,,,,,TQBR,TQBR,0,,Unknown,1.0,1
GAZC,ГАЗКОН-ао,ГАЗКОН (ПАО) ао,MOEX,FOND,CS,10,10.0,ESXXXX,9999-12-31T23:59:59.9999999,1.0,0,0,675.0,0.0,0.0,0,822.0,405.0,0,0,0,RUB,RUB,RUB,RUB,RU000A0JQG86,,TQBR,TQBR,18,нет торгов или торги закрыты,9,1.0,1
IRGZ,ИркЭнерго,Иркутскэнерго(ПАО)-ао,MOEX,FOND,CS,100,1.0,ESXXXX,9999-12-31T23:59:59.9999999,0.02,2,0,14.02,14.14,0.0,0,0.0,0.0,0,0,0,RUB,RUB,RUB,RUB,RU0008960828,,TQBR,TQBR,18,нет торгов или торги закрыты,9,1.0,1
RTSI,RTSI,Индекс РТС,MOEX,FOND,,0,0.0,MRIXXX,9999-12-31T23:59:59.9999999,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,,,,,,,TQBR,TQBR,0,,Unknown,1.0,1
UCSS,ОКС ао,ПАО ОКС ао,MOEX,FOND,CS,1,1000.0,ESXXXX,9999-12-31T23:59:59.9999999,5.0,0,0,800.0,805.0,0.0,0,1130.0,560.0,0,0,0,RUB,RUB,RUB,RUB,RU000A0JTQK0,,TQBR,TQBR,18,нет торгов или торги закрыты,9,1.0,1
IMOEX,IMOEX,Индекс МосБиржи,MOEX,FOND,,0,0.0,MRIXXX,9999-12-31T23:59:59.9999999,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,,,,,,,TQBR,TQBR,0,,Unknown,1.0,1
RU000A102M37,ПрУдмР08,Правительство УдмуртскойР34008,MOEX,FOND,MUNI,1,700.0,DBXXXX,2025-12-28T00:00:00.0000000,0.01,2,0,88.01,100.0,0.0,0,140.03,60.02,0,0,0,RUB,RUB,RUB,RUB,RU000A102M37,6.56,TQCB,TQCB,17,нормальный период торгов,,7.0,1
RU000A0NX415,ВЭБ1P-К440,ВЭБ.РФ ПБО-001Р-К440,MOEX,FOND,CORP,1,1000.0,DBXXXX,2024-10-31T00:00:00.0000000,0.01,2,0,95.0,0.0,0.0,0,140.28,60.13,0,0,0,RUB,RUB,RUB,RUB,RU000A0NX415,,TQCB,TQCB,17,нормальный период торгов,,10.0,1
RU000A0JTYK4,ФСК РС-28,ФСК Россети(ПАО)-обл. сер.28,MOEX,FOND,CORP,1,1000.0,DBXXXX,2048-04-27T00:00:00.0000000,0.01,2,0,55.0,0.0,0.0,0,77.2,33.09,0,0,0,RUB,RUB,RUB,RUB,RU000A0JTYK4,,TQCB,TQCB,17,нормальный период торгов,8,10.0,1
RU000A103W26,РГ Лиз 1P1,РГ Лизинг 1P1,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-10-12T00:00:00.0000000,0.01,2,0,70.02,0.0,0.0,0,148.36,63.59,0,0,0,RUB,RUB,RUB,RUB,RU000A103W26,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A107514,СберИОС592,СберИОС 001Р-592R 1Г MOEXFN,MOEX,FOND,CORP,1,1000.0,DBXXXX,2024-11-15T00:00:00.0000000,0.01,2,0,90.77,104.0,0.0,0,139.02,59.59,0,0,0,RUB,RUB,RUB,RUB,RU000A107514,,TQCB,TQCB,17,нормальный период торгов,8,10.0,1
RU000A102L79,Челяб35003,Минфин Челябинской обл 35003,MOEX,FOND,MUNI,1,800.0,DBXXXX,2027-12-17T00:00:00.0000000,0.01,2,0,62.06,0.0,0.0,0,140.06,60.03,0,0,0,RUB,RUB,RUB,RUB,RU000A102L79,,TQCB,TQCB,17,нормальный период торгов,,8.0,1
RU000A101C48,СберИОС206,СберИОС 001Р-206R 5Y SOFT 10%,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-01-27T00:00:00.0000000,0.01,2,0,86.82,98.01,0.0,0,134.69,57.73,0,0,0,RUB,RUB,RUB,RUB,RU000A101C48,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A0JWK41,ГазпрнефБ3,"""Газпром нефть"" ПАО БО-03",MOEX,FOND,CORP,1,1000.0,DBXXXX,2046-05-03T00:00:00.0000000,0.01,2,0,99.76,99.99,0.0,0,102.49,97.49,0,0,0,RUB,RUB,RUB,RUB,RU000A0JWK41,8.36,TQCB,TQCB,18,нет торгов или торги закрыты,,10.0,1
RU000A103LF4,СберИОС465,СберИОС 001Р-465R 5Г ПРОД,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-09-21T00:00:00.0000000,0.01,2,0,76.3,79.21,0.0,0,109.34,46.87,0,0,0,RUB,RUB,RUB,RUB,RU000A103LF4,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A0JVEQ9,БашнфтБО3,"ПАО ""АНК ""Башнефть"" БО-03",MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-05-09T00:00:00.0000000,0.01,2,0,97.01,105.01,0.0,0,112.17,96.4,0,0,0,RUB,RUB,RUB,RUB,RU000A0JVEQ9,,TQCB,TQCB,17,нормальный период торгов,8,10.0,1
RU000A102EH7,ВТБ Б1-153,Банк ВТБ (ПАО) Б-1-153,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-12-09T00:00:00.0000000,0.01,2,0,81.71,89.25,0.0,0,123.96,53.13,0,0,0,RUB,RUB,RUB,RUB,RU000A102EH7,9.36,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A105CB7,ИАДОМ 1P24,ДОМ.РФ Ипотечный агент БО 1P24,MOEX,FOND,CORP,1,802.07,DBXXXX,2032-09-28T00:00:00.0000000,0.01,2,0,81.2,0.0,0.0,0,90.37,74.61,0,0,0,RUB,RUB,RUB,RUB,RU000A105CB7,,TQCB,TQCB,17,нормальный период торгов,,8.0207,1
RU000A104VD6,СФО СФ 01,СФО Спутник Фин 01,MOEX,FOND,CORP,1,436.81,DBXXXX,2027-07-13T00:00:00.0000000,0.01,2,0,70.0,0.0,0.0,0,140.06,60.03,0,0,0,RUB,RUB,RUB,RUB,RU000A104VD6,,TQCB,TQCB,17,нормальный период торгов,0,4.3681,1
RU000A1045F4,СберИОС493,СберИОС 001Р-493R 5Г ТЕХ,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-12-21T00:00:00.0000000,0.01,2,0,68.21,74.99,0.0,0,98.98,42.43,0,0,0,RUB,RUB,RUB,RUB,RU000A1045F4,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A102861,ОткрФКИОП2,ПАО ОТКРЫТИЕ ФК Банк БО-ИО-П02,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-10-27T00:00:00.0000000,0.01,2,0,78.42,89.0,0.0,0,118.99,51.0,0,0,0,RUB,RUB,RUB,RUB,RU000A102861,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A108DV7,СФО БКС 28,СФО БКС Структурные Ноты 28,MOEX,FOND,CORP,1,1000.0,DBXXXX,2027-06-09T00:00:00.0000000,0.01,2,0,60.08,0.0,0.0,0,140.06,60.03,0,0,0,RUB,RUB,RUB,RUB,RU000A108DV7,,TQCB,TQCB,17,нормальный период торгов,0,10.0,1
RU000A0JV1W5,РоснфтБО2,ПАО НК Роснефть БО-02,MOEX,FOND,CORP,1,1000.0,DBXXXX,2024-11-28T00:00:00.0000000,0.01,2,0,94.01,0.0,0.0,0,102.85,90.19,0,0,0,RUB,RUB,RUB,RUB,RU000A0JV1W5,,TQCB,TQCB,17,нормальный период торгов,,10.0,1
RU000A0JX2P5,БашнфБ1P1R,"ПАО ""АНК ""Башнефть""БО-001P-01R",MOEX,FOND,CORP,1,1000.0,DBXXXX,2024-12-12T00:00:00.0000000,0.01,2,0,98.5,0.0,0.0,0,102.73,94.72,0,0,0,RUB,RUB,RUB,RUB,RU000A0JX2P5,,TQCB,TQCB,17,нормальный период торгов,,10.0,1
RU000A103AM3,СберИОС435,СберИОС 001Р-435R 5Г SBERESGR,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-07-23T00:00:00.0000000,0.01,2,0,72.1,87.93,0.0,0,110.49,47.36,0,0,0,RUB,RUB,RUB,RUB,RU000A103AM3,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A0NNLJ8,ВТБ С1-336,Банк ВТБ (ПАО) С-1-336,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-02-25T00:00:00.0000000,0.01,2,0,108.02,109.3,0.0,0,152.68,65.44,0,0,0,RUB,RUB,RUB,RUB,RU000A0NNLJ8,,TQCB,TQCB,18,нет торгов или торги закрыты,0,10.0,1
RU000A1052C7,СовкомТ2-1,Совкомбанк Т2-01,MOEX,FOND,CORP,1,200000.0,DBXXXX,2031-01-27T00:00:00.0000000,0.0001,4,0,52.0,89.69,0.0,0,119.973,51.4171,0,0,0,RUB,RUB,RUB,USD,RU000A1052C7,8.83,TQCB,TQCB,17,нормальный период торгов,0,2000.0,1
XS2388458403,BCS12/26-2,BCS SP Plc Series 215,MOEX,FOND,CORP,1,100000.0,DBXXXX,2026-12-30T00:00:00.0000000,0.01,2,0,36.3,67.5,0.0,0,84.16,36.07,0,0,0,RUB,RUB,RUB,RUB,XS2388458403,,TQCB,TQCB,2,перерыв в торгах,0,1000.0,1
RU000A106AQ7,СберИОС568,СберИОС 001Р-568R 3Г TATN,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-06-26T00:00:00.0000000,0.01,2,0,104.1,109.0,0.0,0,152.47,65.35,0,0,0,RUB,RUB,RUB,RUB,RU000A106AQ7,,TQCB,TQCB,17,нормальный период торгов,8,10.0,1
RU000A103D45,ИА ТБ1Б,ИА ТБ-1 кл.Б,MOEX,FOND,CORP,1,1000.0,DBXXXX,2034-03-23T00:00:00.0000000,0.01,2,0,100.0,0.0,0.0,0,155.27,66.55,0,0,0,RUB,RUB,RUB,RUB,RU000A103D45,,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A107GG3,ГПБ004Р02,ГПБ (АО) БО 004Р-02,MOEX,FOND,CORP,1,1000.0,DBXXXX,2027-01-30T00:00:00.0000000,0.01,2,0,62.01,0.0,0.0,0,140.06,60.03,0,0,0,RUB,RUB,RUB,RUB,RU000A107GG3,,TQCB,TQCB,17,нормальный период торгов,8,10.0,1
RU000A0NNEM7,ВТБ Б1-199,Банк ВТБ (ПАО) Б-1-199,MOEX,FOND,CORP,1,1000.0,DBXXXX,2024-08-10T00:00:00.0000000,0.01,2,0,151.0,161.0,0.0,0,216.85,92.94,0,0,0,RUB,RUB,RUB,RUB,RU000A0NNEM7,-87.14,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A0JXVB1,ТрансФ1P03,ТрансФин-М ПАО 001P-03,MOEX,FOND,CORP,1,1000.0,DBXXXX,2027-06-28T00:00:00.0000000,0.01,2,0,60.0,0.0,0.0,0,107.87,46.24,0,0,0,RUB,RUB,RUB,RUB,RU000A0JXVB1,,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
XS2244322322,BCS12/25-6,BCS SP Plc Series 121,MOEX,FOND,CORP,1,100000.0,DBXXXX,2025-12-30T00:00:00.0000000,0.01,2,0,43.2,77.77,0.0,0,132.44,56.77,0,0,0,RUB,RUB,RUB,RUB,XS2244322322,,TQCB,TQCB,2,перерыв в торгах,0,1000.0,1
RU000A105HP6,СберИОС545,СберИОС 001Р-545R 5Г AC NVTK,MOEX,FOND,CORP,1,1000.0,DBXXXX,2027-12-29T00:00:00.0000000,0.01,2,0,112.52,113.72,0.0,0,0.0,0.0,0,0,0,RUB,RUB,RUB,RUB,RU000A105HP6,,TQCB,TQCB,18,нет торгов или торги закрыты,8,10.0,1
RU000A1044W2,СберИОС497,СберИОС 001Р-497R 5Г РБЧ-М,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-12-22T00:00:00.0000000,0.01,2,0,76.11,88.76,0.0,0,125.57,53.82,0,0,0,RUB,RUB,RUB,RUB,RU000A1044W2,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A0JVUY9,РосбанкБО8,РОСБАНК ПАО обл. БО-08,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-10-20T00:00:00.0000000,0.01,2,0,82.96,91.19,0.0,0,93.41,82.75,0,0,0,RUB,RUB,RUB,RUB,RU000A0JVUY9,7.82,TQCB,TQCB,17,нормальный период торгов,,10.0,1
RU000A105302,БКСБ1Р-07,БКС Банк 001Р-07,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-09-06T00:00:00.0000000,0.01,2,0,61.0,0.0,0.0,0,140.06,60.03,0,0,0,RUB,RUB,RUB,RUB,RU000A105302,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A101657,СберИОС182,СберИОС 001Р-182R 5Y ИНДКС 50%,MOEX,FOND,CORP,1,1000.0,DBXXXX,2024-12-12T00:00:00.0000000,0.01,2,0,112.2,111.1,0.0,0,162.12,69.49,0,0,0,RUB,RUB,RUB,RUB,RU000A101657,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
XS2072914125,BCS12/24-4,BCS SP Plc Series 63,MOEX,FOND,CORP,1,100000.0,DBXXXX,2024-12-30T00:00:00.0000000,0.01,2,0,70.01,100.0,0.0,0,148.78,63.77,0,0,0,RUB,RUB,RUB,RUB,XS2072914125,,TQCB,TQCB,2,перерыв в торгах,0,1000.0,1
RU000A0JVS36,ТрансФБО41,ТрансФин-М ПАО БО-41,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-09-03T00:00:00.0000000,0.01,2,0,95.2,95.0,0.0,0,134.4,57.61,0,0,0,RUB,RUB,RUB,RUB,RU000A0JVS36,25.92,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A0JVVP5,ПСБ БО-02,"ПАО ""ПСБ"" БО-02",MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-10-13T00:00:00.0000000,0.01,2,0,97.0,0.0,0.0,0,107.49,95.21,0,0,0,RUB,RUB,RUB,RUB,RU000A0JVVP5,,TQCB,TQCB,17,нормальный период торгов,8,10.0,1
RU000A104YK5,ГПБ-КИ-13,ГПБ (АО) ГПБ-КИ-13,MOEX,FOND,CORP,1,1000.0,DBXXXX,2024-08-14T00:00:00.0000000,0.01,2,0,95.02,138.0,0.0,0,142.82,61.21,0,0,0,RUB,RUB,RUB,RUB,RU000A104YK5,3.83,TQCB,TQCB,17,нормальный период торгов,0,10.0,1
RU000A101LS1,РЖД 1Р-19R,РЖД ОАО БО 001Р-19R,MOEX,FOND,CORP,1,1000.0,DBXXXX,2027-04-15T00:00:00.0000000,0.01,2,0,80.9,0.0,0.0,0,86.8,73.86,0,0,0,RUB,RUB,RUB,RUB,RU000A101LS1,,TQCB,TQCB,17,нормальный период торгов,,10.0,1
RU000A0ZYMN9,ВертолетБ3,Вертолеты России об. БО-03,MOEX,FOND,CORP,1,1000.0,DBXXXX,2027-12-16T00:00:00.0000000,0.01,2,0,96.8,97.0,0.0,0,116.26,77.42,0,0,0,RUB,RUB,RUB,RUB,RU000A0ZYMN9,,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A107HQ0,ГазпКап3Б2,Газпром капитал 003Б-02,MOEX,FOND,CORP,1,5000000.0,DBXXXX,9999-12-31T23:59:59.9999999,0.01,2,0,61.0,0.0,0.0,0,140.06,60.03,0,0,0,RUB,RUB,RUB,RUB,RU000A107HQ0,,TQCB,TQCB,17,нормальный период торгов,0,50000.0,1
RU000A1028U9,РЖД 1Б-04,РЖД 001Б-04,MOEX,FOND,CORP,1,1000.0,DBXXXX,9999-12-31T23:59:59.9999999,0.01,2,0,99.0,100.0,0.0,0,116.86,81.12,0,0,0,RUB,RUB,RUB,RUB,RU000A1028U9,18.34,TQCB,TQCB,17,нормальный период торгов,0,10.0,1
RU000A102TK9,ЮниСКап02К,ЮниСервис Капитал 02К,MOEX,FOND,CORP,1,9500.0,DBXXXX,2029-01-21T00:00:00.0000000,0.01,2,0,62.06,97.64,0.0,0,117.59,50.4,0,0,0,RUB,RUB,RUB,RUB,RU000A102TK9,18.67,TQCB,TQCB,17,нормальный период торгов,0,95.0,1
RU000A0JU7S1,ФСК РС-29,ФСК Россети (ПАО)-обл. сер.29,MOEX,FOND,CORP,1,1000.0,DBXXXX,2048-09-07T00:00:00.0000000,0.01,2,0,55.0,0.0,0.0,0,76.69,32.88,0,0,0,RUB,RUB,RUB,RUB,RU000A0JU7S1,,TQCB,TQCB,17,нормальный период торгов,8,10.0,1
RU000A104YH1,ГПБ-КИ-11,ГПБ (АО) ГПБ-КИ-11,MOEX,FOND,CORP,1,1000.0,DBXXXX,2024-08-23T00:00:00.0000000,0.01,2,0,60.24,0.0,0.0,0,140.06,60.03,0,0,0,RUB,RUB,RUB,RUB,RU000A104YH1,,TQCB,TQCB,17,нормальный период торгов,0,10.0,1
RU000A105ZQ6,СберИОС558,СберИОС 001Р-558R 5Г AC IMOEX,MOEX,FOND,CORP,1,1000.0,DBXXXX,2028-05-04T00:00:00.0000000,0.01,2,0,111.26,111.85,0.0,0,146.01,62.58,0,0,0,RUB,RUB,RUB,RUB,RU000A105ZQ6,,TQCB,TQCB,18,нет торгов или торги закрыты,8,10.0,1
RU000A0JXLU2,Локосерв 1,СФО Локосервис финанс ООО 01,MOEX,FOND,CORP,1,325.0,DBXXXX,2027-06-20T00:00:00.0000000,0.01,2,0,60.7,0.0,0.0,0,141.43,60.62,0,0,0,RUB,RUB,RUB,RUB,RU000A0JXLU2,,TQCB,TQCB,17,нормальный период торгов,6,3.25,1
RU000A104JW1,ВТБСУБ1-13,Банк ВТБ ПАО СУБ-Т1-13,MOEX,FOND,CORP,1,10000000.0,DBXXXX,9999-12-31T23:59:59.9999999,0.01,2,0,81.13,87.0,0.0,0,117.59,50.4,0,0,0,RUB,RUB,RUB,RUB,RU000A104JW1,30.9,TQCB,TQCB,17,нормальный период торгов,0,100000.0,1
RU000A1018G9,КВС БО-01,Концессии водсн Саратов БО-01,MOEX,FOND,CORP,1,833.34,DBXXXX,2033-12-08T00:00:00.0000000,0.01,2,0,70.0,0.0,0.0,0,150.97,64.71,0,0,0,RUB,RUB,RUB,RUB,RU000A1018G9,,TQCB,TQCB,17,нормальный период торгов,16,8.3334,1
RU000A101L21,СберИОС250,СберИОС 001Р-250R 5Y США-ШВЕЙЦ,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-04-29T00:00:00.0000000,0.01,2,0,81.83,91.63,0.0,0,126.13,54.06,0,0,0,RUB,RUB,RUB,RUB,RU000A101L21,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A0JTFB2,ГлДорога 6,Главная дорога АО об.сер. 06,MOEX,FOND,CORP,1,625.0,DBXXXX,2028-11-22T00:00:00.0000000,0.01,2,0,87.59,96.99,0.0,0,135.62,58.13,0,0,0,RUB,RUB,RUB,RUB,RU000A0JTFB2,9.51,TQCB,TQCB,17,нормальный период торгов,16,6.25,1
